5.812143881706691495e+00,-1.753779886373818889e-02,-1.238302452242476953e-02,-4.187419834327744256e-02,1.402044409778055445e-02,-7.576199302151584609e-03,-3.183589428922634079e-02,9.403774466181400934e-03,-9.021865619401216521e-03,-5.242027102884024015e-02,4.497886651113301715e-03,1.054054387774526480e-02,7.860562229156867198e-02
5.812894109003506671e+00,-1.880447571182539829e-02,-1.213698405697106845e-02,-6.676425762897615634e-02,2.372337923082522976e-02,-5.465887175615810958e-03,-4.523093439864805249e-02,1.534161551325295865e-02,-2.061463182723422688e-02,-7.600009070108693088e-02,9.095188731683846034e-03,2.755237996548906554e-02,1.305131242341211473e-01
5.813464219236825770e+00,-1.563305268139242310e-02,-8.674264060526227366e-03,-8.451184496624933318e-02,3.032687209700481862e-02,2.458831730841973609e-03,-5.149676595601594686e-02,2.156542750324063479e-02,-3.021669872939341389e-02,-8.643596913875398191e-02,1.267572293046576731e-02,4.383613969803623611e-02,1.670637358066441869e-01
5.813918489268621315e+00,-1.127190869287725099e-02,-4.852816023866540068e-03,-9.834505485846933848e-02,3.437118271545683973e-02,1.298328533493931132e-02,-5.459667458925626660e-02,2.807889103639171074e-02,-3.788495975585199488e-02,-9.070671844223107683e-02,1.550460781331658433e-02,5.777927155227212397e-02,1.943289465296047513e-01
5.814286683596358252e+00,-6.703597245107007115e-03,-1.489855077636775479e-03,-1.096290243355124705e-01,3.638507187693570955e-02,2.424665293699625190e-02,-5.611369247219165357e-02,3.448267033617881394e-02,-4.420871740706120573e-02,-9.207931893450910232e-02,1.784305602399974613e-02,6.926473942801396333e-02,2.156204899638738126e-01
5.814586157480547080e+00,-2.256140013193407533e-03,1.264540006688350589e-03,-1.190964051943576019e-01,3.687980146428130462e-02,3.530007879072043914e-02,-5.675473491661597175e-02,4.051630197804639150e-02,-4.962666139764746603e-02,-9.212792078724119094e-02,1.982359927301088551e-02,7.856655642503336534e-02,2.328132911121612580e-01
5.814829072324168457e+00,1.956133992366044898e-03,3.471049805427557471e-03,-1.272050473506867174e-01,3.629552643331004219e-02,4.570373066169063081e-02,-5.686612413947749606e-02,4.606494082928418859e-02,-5.440335987036878929e-02,-9.162145282767630849e-02,2.150519495189132449e-02,8.603249434137330565e-02,2.470242184562527477e-01
5.815024965775631216e+00,5.898221593694364870e-03,5.241229114379693244e-03,-1.342645302548586272e-01,3.498171987369658176e-02,5.528335269124495105e-02,-5.663276841365744163e-02,5.110123186198025497e-02,-5.869189445819502499e-02,-9.093588833221274981e-02,2.291893572027779019e-02,9.199011652361822888e-02,2.589591473673731326e-01
5.815181741297942075e+00,9.567562383046641222e-03,6.682558532878121738e-03,-1.404929768167413884e-01,3.320185041864727460e-02,6.399847935514806074e-02,-5.616260165630269918e-02,5.564206896688576182e-02,-6.258276375174728900e-02,-9.025224790687012832e-02,2.408957583974587896e-02,9.672173079960073860e-02,2.690922555205454980e-01
5.815306088002508034e+00,1.297537538169893367e-02,7.882585134984663316e-03,-1.460480878224118262e-01,3.114774975268615187e-02,7.187376667040894229e-02,-5.552465847858131798e-02,5.972384963808826525e-02,-6.613267985590937093e-02,-8.965377490590038800e-02,2.504271165457438997e-02,1.004619465900763453e-01,2.777605782908165732e-01
5.815403691449534840e+00,1.613845237786266928e-02,8.907453033258988517e-03,-1.510462155680388219e-01,2.895551416697358590e-02,7.896366426484204004e-02,-5.476694855025881353e-02,6.338958243543216242e-02,-6.938018404448970111e-02,-8.917440173329871378e-02,2.580566992422180655e-02,1.034024996884922998e-01,2.852153927613790274e-01
5.815479368974700414e+00,1.907533495957881506e-02,9.805132473431685605e-03,-1.555748238115381710e-01,2.671955690809923664e-02,8.533432024669078408e-02,-5.392512459491179133e-02,6.668255240406714690e-02,-7.235388786601366917e-02,-8.882326133120109490e-02,2.640631344594296381e-02,1.056988757723205524e-01,2.916512440455337751e-01
5.815537178023118869e+00,2.180450049773683882e-02,1.060957883028727441e-02,-1.597008909417322597e-01,2.450387371680015983e-02,9.105437147987004154e-02,-5.302684824118766849e-02,6.964342427625111465e-02,-7.507679440142657479e-02,-8.859724390195625188e-02,2.687157124471455105e-02,1.074767560395760158e-01,2.972231143665198805e-01
5.815580513381201300e+00,2.434352127103586033e-02,1.134447791242370121e-02,-1.634766841756148670e-01,2.235062340155869604e-02,9.619034527537634327e-02,-5.209411417023483010e-02,7.230909968871891691e-02,-7.756856773785325565e-02,-8.848750157273865824e-02,2.722631638780470195e-02,1.088376410659842725e-01,3.020571049449051193e-01
5.815612197174456988e+00,2.670870957994344458e-02,1.202621854899977791e-02,-1.669437782166685036e-01,2.028647365975763672e-02,1.008044783061028127e-01,-5.114459084368304376e-02,7.471244731815791795e-02,-7.984672972338914543e-02,-8.848284221559563067e-02,2.749270634515320333e-02,1.098635298427273477e-01,3.062574312117055664e-01
5.815634561635239841e+00,2.891500838122390907e-02,1.266610774847878179e-02,-1.701358800866615562e-01,1.832721152663414899e-02,1.049538140009391302e-01,-5.019247631549789146e-02,7.688244972099141095e-02,-8.192729384856294039e-02,-8.857149802226929602e-02,2.768991647696033079e-02,1.106207248143112887e-01,3.099112298657101805e-01
5.815649523880095373e+00,3.097600495473334242e-02,1.327196176348310018e-02,-1.730808319260828398e-01,1.648105631333398116e-02,1.086899780684073280e-01,-4.924910437659452828e-02,7.884453190835430392e-02,-8.382510291470371411e-02,-8.874203092734868348e-02,2.783415292264020124e-02,1.111628926515121629e-01,3.130920055540200586e-01
5.815658652199371836e+00,3.290400388580728974e-02,1.384922221556876554e-02,-1.758020424012590455e-01,1.475102354526658388e-02,1.120593098379745745e-01,-4.832341227997852956e-02,8.062095177331976559e-02,-8.555401115056583683e-02,-8.898377286198855263e-02,2.793884012697145022e-02,1.115335151740559083e-01,3.158621917960138803e-01
5.815663223838308582e+00,3.471012579340488485e-02,1.440172645712226897e-02,-1.783195178644081669e-01,1.313660382035904302e-02,1.151031732185024553e-01,-4.742232310592201655e-02,8.223119263692250935e-02,-8.712698560578149842e-02,-8.928701284446363684e-02,2.801490253804322927e-02,1.117678499011104110e-01,3.182751096820216063e-01
5.815664274655193644e+00,3.640441406647841605e-02,1.493223305942456038e-02,-1.806506112729162061e-01,1.163495088809513890e-02,1.178583495018325211e-01,-4.655106873037314491e-02,8.369232976674124969e-02,-8.855616682061140388e-02,-8.964304622024628355e-02,2.807108462286516878e-02,1.118944997621921650e-01,3.203765010742797292e-01
