5.808589553315605336e+00,-1.867265615413657778e-02,-1.234062765202489226e-02,-4.449985900000593547e-02,1.302637790390222955e-02,-7.732790146290260090e-03,-3.410283348814654308e-02,9.272906041998370957e-03,-9.209453808041242681e-03,-5.222905074015177229e-02,3.483903482627429340e-03,7.108997190045537179e-03,7.705328136237338255e-02
5.806905956194349017e+00,-1.995804922811449111e-02,-1.153595623687268985e-02,-7.108007599987103964e-02,2.180201437123834018e-02,-6.941020958484847049e-03,-4.874717422374860720e-02,1.455689442754469487e-02,-2.189239996579731007e-02,-7.643194606720225825e-02,7.678506658419806397e-03,2.244384692418214394e-02,1.286641696391874479e-01
5.805697647019861130e+00,-1.658152120726030451e-02,-7.367843440607963097e-03,-9.030412183075620103e-02,2.771875304946760932e-02,-2.285465976173536515e-04,-5.598082167575551410e-02,2.037567634667981561e-02,-3.249446413466607758e-02,-8.753910691949046141e-02,1.105432375744249546e-02,3.780974110242046882e-02,1.653429903891229791e-01
5.804808311468499404e+00,-1.193224501321677421e-02,-2.780215810005365676e-03,-1.055059084313814260e-01,3.125267340751634870e-02,9.472643591993335638e-03,-5.991113591771414504e-02,2.675951485255012585e-02,-4.096561351422322445e-02,-9.225732145471157719e-02,1.380877976244254332e-02,5.126058491907625053e-02,1.928942797039780721e-01
5.804143649902762547e+00,-7.021238309663508335e-03,1.359245933922027631e-03,-1.180631254560772225e-01,3.285502315246235927e-02,2.030762452476270186e-02,-6.216245720223483040e-02,3.322903794384371445e-02,-4.793916090582195366e-02,-9.381688080887802539e-02,1.618623340624868526e-02,6.251417338415984903e-02,2.145573028979456121e-01
5.803642203710034586e+00,-2.192288039458028560e-03,4.863570534314846060e-03,-1.287134023101813574e-01,3.298380534989862195e-02,3.126174343328558952e-02,-6.346087083843576782e-02,3.945260506411803897e-02,-5.390602828986953976e-02,-9.383614757847762167e-02,1.830207468608974208e-02,7.174372092469760709e-02,2.321923080094622782e-01
5.803261773195804274e+00,2.426638426450638750e-03,7.770378571710647234e-03,-1.379217146463173060e-01,3.204876658681247992e-02,4.182039208605022040e-02,-6.416287943379687941e-02,4.526608170107003504e-02,-5.916865154480866612e-02,-9.314335060828286827e-02,2.019401137110174438e-02,7.923168727118080901e-02,2.469126498162301786e-01
5.802972295930982405e+00,6.789395653829404832e-03,1.017994231851167795e-02,-1.460060009607883624e-01,3.038445641244949882e-02,5.174364217352669937e-02,-6.445840034833769105e-02,5.061019062918482164e-02,-6.390424666543603749e-02,-9.216650825856965989e-02,2.187107741901583857e-02,8.526300579646493849e-02,2.594187315477737288e-01
5.802751783625490489e+00,1.088507382329248138e-02,1.219668288309406871e-02,-1.531927064754901313e-01,2.824861933486141549e-02,6.093793442077530265e-02,-6.445766562563426394e-02,5.548161144223014152e-02,-6.821767563970672354e-02,-9.112660316386016202e-02,2.333793823660084907e-02,9.009232370615792573e-02,2.701755420681108966e-01
5.802583849800602600e+00,1.471899776757772463e-02,1.391005796448671790e-02,-1.596471789509030514e-01,2.583231881164150395e-02,6.938637206057804430e-02,-6.423101168056723209e-02,5.990403692061774255e-02,-7.217367654292343448e-02,-9.013583547225682835e-02,2.460344617645987900e-02,9.393649973078134485e-02,2.795085516931951619e-01
5.802456123008584932e+00,1.830397707003716262e-02,1.539073527056287506e-02,-1.654925167088728832e-01,2.327325788156443115e-02,7.711131438850349351e-02,-6.382776970418004014e-02,6.391250460416229850e-02,-7.581489737882290969e-02,-8.924854368257260917e-02,2.568187050666012952e-02,9.697608703259535945e-02,2.876567411000636731e-01
5.802359181064038474e+00,2.165597275778684619e-02,1.669231673301502933e-02,-1.708220041435487002e-01,2.066837280503849850e-02,8.415428045167769322e-02,-6.328541393620452926e-02,6.754529858053079372e-02,-7.917172046718777556e-02,-8.848802729436872072e-02,2.659146348765772938e-02,9.935975803315623411e-02,2.948028277824364385e-01
